,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_P_Onsets,ECG_T_Offsets,ECG_Start,ECG_Stop,ECG_R_Peaks
69,"[536, 1051, 1548, 2064, 2565, 3069, 3574, 4089, 4601]","[583, 1099, 1598, 2106, 2619, 3125, 3626, 4140, 4652]","[609, 1122, 1622, 2130, 2640, 3148, 3651, 4165, 4676]","[724, 1229, 1738, 2252, 2748, 3263, 3766, 4275, 4788]","[515, 1032, 1532, 2038, 2553, 3056, 3559, 4072, 4585]","[746, 1303, 1805, 2292, 2783, 3317, 3810, 4324, 4831]","[465, 982, 1482, 1988, 2503, 3006, 3509, 4022, 4535]","[796, 1353, 1855, 2342, 2833, 3367, 3860, 4374, 4881]","[596, 1112, 1611, 2118, 2630, 3136, 3639, 4153, 4665]"
70,"[287, 754, 1219, 1679, 2145, 2594, 3054, 3491, 3945, 4393, 4843]","[377, 833, 1293, 1739, 2210, 2654, 3100, 3554, 3970, 4450, 4902]","[399, 858, 1318, 1785, 2229, 2681, 3136, 3581, 4028, 4482, 4927]","[511, 964, 1414, 1893, 2328, 2785, 3246, 3695, 4137, 4577, 4939]","[278, 732, 1191, 1618, 2119, 2585, 2969, 3422, 3909, 4335, 4778]","[553, 1058, 1470, 1932, 2370, 2818, 3336, 3718, 4156, 4667, 4984]","[228, 682, 1141, 1568, 2069, 2535, 2919, 3372, 3859, 4285, 4728]","[603, 1108, 1520, 1982, 2420, 2868, 3386, 3768, 4206, 4717, 5034]","[391, 847, 1307, 1771, 2221, 2672, 3126, 3572, 4018, 4472, 4919]"
71,"[427, 849, 1262, 1704, 2172, 2644, 3096, 3577, 4049, 4518, 4827]","[477, 875, 1285, 1751, 2207, 2663, 3124, 3606, 4092, 4540, 4914]","[504, 915, 1332, 1785, 2250, 2712, 3175, 3645, 4126, 4581, 4921]","[613, 1026, 1447, 1889, 2349, 2817, 3279, 3743, 4233, 4682, 4926]","[371, 830, 1199, 1677, 2154, 2582, 3078, 3548, 4028, 4412, 4786]","[640, 1052, 1480, 1979, 2381, 2845, 3304, 3802, 4260, 4714, 4984]","[321, 780, 1149, 1627, 2104, 2532, 3028, 3498, 3978, 4362, 4736]","[690, 1102, 1530, 2029, 2431, 2895, 3354, 3852, 4310, 4764, 5034]","[493, 903, 1321, 1768, 2235, 2702, 3160, 3635, 4109, 4565, 4918]"
72,"[130, 561, 1008, 1354, 1708, 2312, 2865, 3389, 3903, 4411, 4842]","[166, 611, 1065, 1443, 1745, 2358, 2908, 3431, 3934, 4444, 4868]","[202, 649, 1099, 1452, 1776, 2389, 2942, 3472, 3987, 4489, 4931]","[310, 757, 1212, 1532, 1884, 2495, 3054, 3593, 4099, 4604, nan]","[63, 486, 999, 1307, 1643, 2290, 2847, 3339, 3865, 4380, 4744]","[343, 795, 1234, 1643, 1925, 2532, 3098, 3619, 4135, 4674, nan]","[13, 436, 949, 1257, 1593, 2240, 2797, 3289, 3815, 4330, 4694]","[393.0, 845.0, 1284.0, 1693.0, 1975.0, 2582.0, 3148.0, 3669.0, 4185.0, 4724.0, nan]","[186, 631, 1081, 1445, 1759, 2375, 2928, 3457, 3972, 4473, 4884]"
73,"[532, 1056, 1580, 2095, 2573, 3110, 3669, 4218, 4718]","[607, 1126, 1651, 2144, 2638, 3143, 3731, 4271, 4778]","[638, 1157, 1677, 2181, 2671, 3204, 3762, 4300, 4805]","[758, 1277, 1792, 2307, 2788, 3329, 3880, 4423, 4928]","[508, 1010, 1569, 2011, 2564, 3024, 3649, 4170, 4678]","[790, 1310, 1823, 2333, 2823, 3371, 3922, 4458, 4982]","[458, 960, 1519, 1961, 2514, 2974, 3599, 4120, 4628]","[840, 1360, 1873, 2383, 2873, 3421, 3972, 4508, 5032]","[626, 1144, 1664, 2169, 2660, 3192, 3749, 4286, 4794]"
74,"[439, 849, 1270, 1679, 2077, 2490, 2883, 3284, 3681, 4075, 4447, 4815]","[508, 920, 1330, 1743, 2148, 2552, 2946, 3336, 3735, 4134, 4518, 4888]","[536, 949, 1360, 1772, 2178, 2585, 2974, 3366, 3766, 4163, 4546, 4918]","[641, 1058, 1466, 1879, 2287, 2687, 3086, 3481, 3874, 4271, 4650, 4943]","[411, 832, 1239, 1646, 2057, 2466, 2852, 3274, 3647, 4046, 4435, 4795]","[693, 1111, 1503, 1914, 2320, 2743, 3124, 3509, 3904, 4301, 4685, 4986]","[361, 782, 1189, 1596, 2007, 2416, 2802, 3224, 3597, 3996, 4385, 4745]","[743, 1161, 1553, 1964, 2370, 2793, 3174, 3559, 3954, 4351, 4735, 5036]","[521, 933, 1344, 1757, 2162, 2565, 2960, 3353, 3752, 4147, 4531, 4902]"
75,"[396, 723, 1012, 1384, 1702, 2041, 2367, 2686, 3008, 3328, 3654, 3986, 4320, 4654]","[446, 774, 1015, 1428, 1757, 2087, 2410, 2730, 3053, 3373, 3698, 4004, 4364, 4699]","[478, 799, 1125, 1455, 1790, 2120, 2443, 2762, 3083, 3404, 3731, 4062, 4394, 4727]","[586, 899, 1236, 1564, 1898, 2222, 2542, 2859, 3180, 3511, 3827, 4160, 4503, 4834]","[380, 636, 1003, 1356, 1679, 1980, 2282, 2602, 2999, 3318, 3637, 3962, 4292, 4617]","[614, 910, 1264, 1580, 1913, 2255, 2580, 2898, 3217, 3536, 3875, 4201, 4540, 4869]","[330, 586, 953, 1306, 1629, 1930, 2232, 2552, 2949, 3268, 3587, 3912, 4242, 4567]","[664, 960, 1314, 1630, 1963, 2305, 2630, 2948, 3267, 3586, 3925, 4251, 4590, 4919]","[465, 787, 1113, 1444, 1776, 2106, 2429, 2749, 3069, 3390, 3717, 4048, 4380, 4713]"
76,"[418, 972, 1487, 1971, 2665, 3276, 3813, 4326, 4821]","[459, 1010, 1540, 2092, 2705, 3314, 3867, 4367, 4860]","[491, 1046, 1581, 2119, 2739, 3353, 3891, 4390, 4896]","[615, 1164, 1688, 2250, 2859, 3474, 4019, 4527, nan]","[388, 959, 1463, 1958, 2640, 3245, 3802, 4312, 4722]","[671, 1270, 1701, 2275, 2886, 3521, 4071, 4570, nan]","[338, 909, 1413, 1908, 2590, 3195, 3752, 4262, 4672]","[721.0, 1320.0, 1751.0, 2325.0, 2936.0, 3571.0, 4121.0, 4620.0, nan]","[472, 1026, 1559, 2110, 2722, 3333, 3883, 4382, 4877]"
77,"[202, 551, 890, 1242, 1588, 1950, 2291, 2634, 3005, 3362, 3712, 4056, 4400, 4747]","[234, 582, 930, 1280, 1630, 1984, 2333, 2677, 3036, 3391, 3747, 4094, 4436, 4786]","[259, 607, 954, 1303, 1656, 2011, 2359, 2703, 3058, 3417, 3773, 4118, 4461, 4812]","[362, 711, 1054, 1408, 1758, 2111, 2465, 2804, 3163, 3523, 3876, 4220, 4564, 4914]","[183, 515, 873, 1223, 1575, 1930, 2195, 2625, 2979, 3262, 3689, 4039, 4369, 4720]","[384, 756, 1110, 1449, 1796, 2153, 2484, 2828, 3186, 3556, 3901, 4244, 4655, 4983]","[133, 465, 823, 1173, 1525, 1880, 2145, 2575, 2929, 3212, 3639, 3989, 4319, 4670]","[434, 806, 1160, 1499, 1846, 2203, 2534, 2878, 3236, 3606, 3951, 4294, 4705, 5033]","[246, 594, 941, 1292, 1641, 1996, 2345, 2689, 3046, 3402, 3758, 4105, 4447, 4797]"
78,"[207, 616, 1045, 1494, 1951, 2423, 2885, 3327, 3782, 4212, 4637]","[243, 661, 1063, 1532, 1989, 2458, 2920, 3374, 3807, 4246, 4662]","[279, 690, 1107, 1554, 2018, 2488, 2950, 3402, 3843, 4277, 4706]","[399, 810, 1226, 1666, 2131, 2608, 3065, 3517, 3954, 4383, 4814]","[198, 593, 965, 1450, 1926, 2388, 2846, 3312, 3752, 4188, 4620]","[441, 821, 1253, 1695, 2155, 2630, 3090, 3562, 3985, 4434, 4857]","[148, 543, 915, 1400, 1876, 2338, 2796, 3262, 3702, 4138, 4570]","[491, 871, 1303, 1745, 2205, 2680, 3140, 3612, 4035, 4484, 4907]","[267, 680, 1097, 1544, 2008, 2478, 2939, 3392, 3834, 4266, 4694]"
79,"[107, 504, 866, 1202, 1566, 1965, 2400, 2819, 3226, 3601, 3976, 4357, 4740]","[173, 549, 918, 1266, 1628, 2020, 2455, 2865, 3274, 3653, 4031, 4409, 4794]","[203, 580, 943, 1290, 1656, 2048, 2485, 2895, 3302, 3683, 4060, 4440, 4821]","[313, 683, 1059, 1404, 1767, 2163, 2588, 3009, 3406, 3789, 4175, 4543, 4849]","[59, 496, 811, 1183, 1527, 1956, 2373, 2769, 3204, 3568, 3947, 4332, 4703]","[350, 701, 1090, 1450, 1793, 2196, 2632, 3019, 3437, 3845, 4199, 4583, 4864]","[9, 446, 761, 1133, 1477, 1906, 2323, 2719, 3154, 3518, 3897, 4282, 4653]","[400, 751, 1140, 1500, 1843, 2246, 2682, 3069, 3487, 3895, 4249, 4633, 4914]","[186, 565, 933, 1281, 1642, 2034, 2469, 2881, 3288, 3669, 4046, 4425, 4806]"
80,"[237, 750, 1366, 1985, 2557, 3085, 3636, 4183, 4721]","[298, 806, 1434, 2036, 2574, 3139, 3693, 4227, 4789]","[322, 820, 1455, 2064, 2631, 3161, 3713, 4258, 4816]","[455, 964, 1610, 2194, 2766, 3308, 3859, 4396, 4820]","[196, 720, 1280, 1944, 2544, 2959, 3621, 4162, 4710]","[501, 999, 1635, 2235, 2800, 3339, 3889, 4434, 4981]","[146, 670, 1230, 1894, 2494, 2909, 3571, 4112, 4660]","[551, 1049, 1685, 2285, 2850, 3389, 3939, 4484, 5031]","[309, 817, 1448, 2051, 2622, 3153, 3704, 4251, 4802]"
81,"[336, 736, 1203, 1679, 2139, 2579, 3068, 3539, 3988, 4443, 4892]","[396, 779, 1252, 1739, 2213, 2641, 3114, 3602, 4050, 4513, 4901]","[424, 849, 1304, 1765, 2225, 2664, 3160, 3640, 4073, 4539, nan]","[526, 949, 1404, 1879, 2334, 2786, 3256, 3741, 4186, 4642, nan]","[326, 727, 1192, 1667, 2106, 2553, 3051, 3529, 3936, 4383, 4881]","[566, 981, 1446, 1910, 2369, 2810, 3299, 3771, 4219, 4688, nan]","[276, 677, 1142, 1617, 2056, 2503, 3001, 3479, 3886, 4333, 4831]","[616.0, 1031.0, 1496.0, 1960.0, 2419.0, 2860.0, 3349.0, 3821.0, 4269.0, 4738.0, nan]","[406, 832, 1287, 1761, 2221, 2661, 3142, 3622, 4070, 4524, 4908]"
82,"[341, 799, 1249, 1706, 2146, 2594, 3030, 3473, 3911, 4361, 4801]","[369, 828, 1284, 1734, 2181, 2625, 3065, 3512, 3943, 4390, 4836]","[400, 854, 1314, 1764, 2210, 2655, 3098, 3541, 3980, 4420, 4864]","[514, 969, 1435, 1879, 2326, 2772, 3220, 3657, 4095, 4538, nan]","[317, 771, 1226, 1686, 2133, 2575, 3012, 3457, 3867, 4334, 4780]","[538, 1009, 1456, 1909, 2354, 2797, 3242, 3684, 4127, 4573, nan]","[267, 721, 1176, 1636, 2083, 2525, 2962, 3407, 3817, 4284, 4730]","[588.0, 1059.0, 1506.0, 1959.0, 2404.0, 2847.0, 3292.0, 3734.0, 4177.0, 4623.0, nan]","[387, 842, 1300, 1752, 2199, 2643, 3086, 3526, 3966, 4406, 4851]"
83,"[459, 954, 1474, 2009, 2538, 3063, 3595, 4106, 4636]","[528, 1024, 1541, 2075, 2612, 3133, 3657, 4179, 4708]","[560, 1052, 1572, 2107, 2640, 3162, 3684, 4206, 4738]","[679, 1169, 1694, 2226, 2754, 3278, 3804, 4331, 4855]","[447, 942, 1444, 1990, 2467, 3053, 3500, 4078, 4626]","[708, 1199, 1726, 2253, 2791, 3323, 3838, 4355, 4895]","[397, 892, 1394, 1940, 2417, 3003, 3450, 4028, 4576]","[758, 1249, 1776, 2303, 2841, 3373, 3888, 4405, 4945]","[542, 1040, 1558, 2090, 2626, 3148, 3670, 4195, 4725]"
84,"[249, 519, 797, 1074, 1344, 1628, 1901, 2172, 2448, 2724, 3012, 3278, 3553, 3843, 4115, 4376, 4650]","[298, 581, 862, 1119, 1398, 1684, 1959, 2236, 2511, 2763, 3051, 3342, 3614, 3879, 4168, 4442, 4717]","[335, 611, 885, 1161, 1436, 1710, 1987, 2263, 2538, 2814, 3088, 3364, 3640, 3916, 4190, 4466, 4741]","[425, 695, 976, 1252, 1530, 1802, 2074, 2356, 2628, 2911, 3168, 3444, 3733, 4011, 4276, 4556, 4834]","[222, 508, 785, 1057, 1336, 1611, 1853, 2121, 2436, 2710, 2991, 3265, 3538, 3784, 4055, 4354, 4640]","[451, 731, 1003, 1281, 1558, 1832, 2111, 2382, 2710, 2932, 3212, 3488, 3763, 4033, 4306, 4584, 4858]","[172, 458, 735, 1007, 1286, 1561, 1803, 2071, 2386, 2660, 2941, 3215, 3488, 3734, 4005, 4304, 4590]","[501, 781, 1053, 1331, 1608, 1882, 2161, 2432, 2760, 2982, 3262, 3538, 3813, 4083, 4356, 4634, 4908]","[326, 603, 877, 1152, 1427, 1703, 1978, 2254, 2530, 2804, 3080, 3355, 3631, 3906, 4182, 4457, 4733]"
85,"[106, 475, 872, 1386, 1869, 2342, 2777, 3184, 3596, 4051, 4542]","[128, 508, 906, 1417, 1904, 2368, 2814, 3216, 3638, 4086, 4576]","[166, 541, 929, 1446, 1936, 2406, 2840, 3249, 3670, 4123, 4616]","[257, 631, 1025, 1539, 2036, 2501, 2939, 3347, 3767, 4221, 4708]","[-5, 457, 845, 1373, 1851, 2245, 2768, 3165, 3571, 4038, 4485]","[295, 670, 1061, 1588, 2066, 2530, 2972, 3375, 3809, 4262, 4744]","[-55, 407, 795, 1323, 1801, 2195, 2718, 3115, 3521, 3988, 4435]","[345, 720, 1111, 1638, 2116, 2580, 3022, 3425, 3859, 4312, 4794]","[151, 526, 916, 1433, 1923, 2391, 2826, 3234, 3655, 4108, 4601]"
86,"[534, 1089, 1589, 2117, 2506, 2929, 3524, 4069, 4705]","[596, 1130, 1646, 2171, 2569, 2990, 3576, 4130, 4753]","[623, 1154, 1669, 2196, 2593, 3018, 3600, 4156, 4772]","[738, 1271, 1790, 2326, 2721, 3141, 3728, 4281, 4898]","[517, 1057, 1519, 2045, 2448, 2905, 3481, 3982, 4677]","[780, 1332, 1830, 2358, 2741, 3185, 3775, 4313, 4982]","[467, 1007, 1469, 1995, 2398, 2855, 3431, 3932, 4627]","[830, 1382, 1880, 2408, 2791, 3235, 3825, 4363, 5032]","[605, 1141, 1656, 2184, 2580, 3004, 3587, 4141, 4762]"
87,"[88, 278, 675, 1263, 1850, 2406, 2955, 3476, 3676, 4010, 4587]","[140, 400, 726, 1311, 1893, 2463, 3014, 3521, 3761, 4057, 4633]","[166, 410, 750, 1338, 1918, 2489, 3040, 3547, 3769, 4083, 4659]","[278, 492, 867, 1458, 2034, 2605, 3169, 3676, 3806, 4200, 4778]","[28, 253, 656, 1183, 1830, 2360, 2937, 3455, 3646, 3991, 4568]","[333, 503, 898, 1491, 2065, 2634, 3182, 3736, 3816, 4253, 4807]","[-22, 203, 606, 1133, 1780, 2310, 2887, 3405, 3596, 3941, 4518]","[383, 553, 948, 1541, 2115, 2684, 3232, 3786, 3866, 4303, 4857]","[155, 402, 739, 1326, 1907, 2478, 3028, 3536, 3766, 4073, 4648]"
88,"[357, 678, 991, 1348, 1666, 1999, 2345, 2666, 2986, 3349, 3681, 4010, 4331, 4655]","[413, 726, 1066, 1387, 1713, 2057, 2377, 2710, 3058, 3395, 3725, 4045, 4382, 4709]","[446, 768, 1092, 1421, 1753, 2087, 2420, 2754, 3088, 3424, 3755, 4082, 4410, 4739]","[543, 868, 1189, 1522, 1855, 2179, 2525, 2853, 3187, 3520, 3850, 4172, 4509, 4837]","[350, 670, 983, 1336, 1589, 1988, 2321, 2656, 2979, 3329, 3654, 3974, 4285, 4617]","[571, 900, 1227, 1588, 1867, 2232, 2553, 2885, 3228, 3620, 3892, 4226, 4546, 4880]","[300, 620, 933, 1286, 1539, 1938, 2271, 2606, 2929, 3279, 3604, 3924, 4235, 4567]","[621, 950, 1277, 1638, 1917, 2282, 2603, 2935, 3278, 3670, 3942, 4276, 4596, 4930]","[435, 758, 1081, 1411, 1742, 2075, 2409, 2743, 3077, 3413, 3744, 4071, 4398, 4728]"
89,"[147, 612, 1059, 1521, 1975, 2438, 2899, 3367, 3826, 4290, 4751]","[195, 652, 1114, 1572, 2023, 2482, 2948, 3407, 3870, 4338, 4803]","[228, 686, 1153, 1601, 2062, 2516, 2980, 3439, 3909, 4377, 4835]","[359, 824, 1271, 1731, 2191, 2642, 3108, 3578, 4030, 4497, nan]","[129, 571, 1034, 1493, 1955, 2415, 2879, 3335, 3796, 4266, 4731]","[400, 848, 1345, 1765, 2229, 2682, 3171, 3604, 4078, 4538, nan]","[79, 521, 984, 1443, 1905, 2365, 2829, 3285, 3746, 4216, 4681]","[450.0, 898.0, 1395.0, 1815.0, 2279.0, 2732.0, 3221.0, 3654.0, 4128.0, 4588.0, nan]","[213, 669, 1131, 1586, 2040, 2500, 2963, 3425, 3888, 4354, 4820]"
90,"[123, 568, 963, 1328, 1738, 2158, 2521, 2893, 3274, 3694, 4136, 4599]","[199, 629, 1028, 1413, 1810, 2218, 2594, 2953, 3336, 3756, 4212, 4665]","[225, 649, 1050, 1436, 1831, 2241, 2615, 2973, 3359, 3778, 4233, 4685]","[336, 764, 1163, 1544, 1943, 2351, 2728, 3083, 3465, 3889, 4347, 4802]","[100, 526, 912, 1305, 1718, 2104, 2495, 2857, 3219, 3686, 4126, 4591]","[376, 785, 1204, 1565, 1963, 2375, 2748, 3110, 3496, 3920, 4370, 4825]","[50, 476, 862, 1255, 1668, 2054, 2445, 2807, 3169, 3636, 4076, 4541]","[426, 835, 1254, 1615, 2013, 2425, 2798, 3160, 3546, 3970, 4420, 4875]","[213, 642, 1041, 1426, 1821, 2231, 2606, 2966, 3348, 3769, 4225, 4676]"
91,"[224, 736, 1229, 1712, 2223, 2758, 3286, 3787, 4264, 4770]","[296, 798, 1298, 1787, 2297, 2829, 3350, 3847, 4330, 4831]","[328, 831, 1326, 1821, 2329, 2859, 3380, 3879, 4360, 4861]","[448, 948, 1450, 1934, 2446, 2981, 3503, 3998, 4478, 4864]","[189, 699, 1219, 1698, 2210, 2729, 3262, 3760, 4196, 4741]","[476, 978, 1480, 1967, 2478, 3011, 3534, 4028, 4508, 4983]","[139, 649, 1169, 1648, 2160, 2679, 3212, 3710, 4146, 4691]","[526, 1028, 1530, 2017, 2528, 3061, 3584, 4078, 4558, 5033]","[312, 812, 1313, 1801, 2311, 2844, 3363, 3862, 4343, 4846]"
92,"[299, 733, 1048, 1753, 2478, 3208, 3912, 4637]","[349, 794, 1100, 1807, 2532, 3262, 3966, 4687]","[378, 806, 1125, 1834, 2561, 3294, 3991, 4716]","[508, 1048, 1262, 1967, 2697, 3427, 4130, 4852]","[282, 696, 996, 1740, 2445, 3189, 3894, 4623]","[558, 1091, 1304, 1998, 2721, 3461, 4158, 4978]","[232, 646, 946, 1690, 2395, 3139, 3844, 4573]","[608, 1141, 1354, 2048, 2771, 3511, 4208, 5028]","[366, 802, 1113, 1820, 2548, 3281, 3979, 4703]"
93,"[191, 624, 1068, 1473, 1903, 2340, 2800, 3240, 3666, 4120, 4581]","[256, 699, 1126, 1532, 1960, 2411, 2871, 3310, 3736, 4182, 4640]","[281, 721, 1153, 1558, 1985, 2436, 2896, 3334, 3762, 4205, 4664]","[402, 851, 1276, 1675, 2113, 2559, 3023, 3458, 3891, 4335, 4789]","[168, 600, 1045, 1457, 1876, 2314, 2785, 3230, 3644, 4090, 4572]","[436, 885, 1318, 1765, 2138, 2592, 3061, 3498, 3906, 4359, 4827]","[118, 550, 995, 1407, 1826, 2264, 2735, 3180, 3594, 4040, 4522]","[486, 935, 1368, 1815, 2188, 2642, 3111, 3548, 3956, 4409, 4877]","[271, 712, 1144, 1549, 1977, 2426, 2886, 3325, 3752, 4196, 4655]"
94,"[427, 963, 1449, 1935, 2393, 2882, 3337, 3790, 4248, 4689]","[500, 1010, 1496, 2006, 2462, 2926, 3389, 3847, 4298, 4742]","[546, 1040, 1556, 2057, 2491, 2949, 3423, 3874, 4330, 4773]","[639, 1149, 1638, 2145, 2599, 3061, 3533, 3984, 4440, 4881]","[417, 938, 1400, 1926, 2378, 2846, 3325, 3764, 4225, 4671]","[669, 1182, 1661, 2182, 2626, 3098, 3568, 4008, 4478, 4909]","[367, 888, 1350, 1876, 2328, 2796, 3275, 3714, 4175, 4621]","[719, 1232, 1711, 2232, 2676, 3148, 3618, 4058, 4528, 4959]","[516, 1026, 1513, 2020, 2478, 2941, 3409, 3861, 4316, 4759]"
95,"[298, 669, 1048, 1423, 1771, 2173, 2579, 2944, 3330, 3706, 4069, 4463, 4797]","[351, 718, 1097, 1467, 1840, 2218, 2616, 2994, 3364, 3742, 4134, 4501, 4883]","[387, 756, 1134, 1494, 1875, 2255, 2654, 3023, 3396, 3782, 4154, 4534, 4895]","[490, 869, 1240, 1625, 1994, 2367, 2771, 3147, 3507, 3893, 4270, 4652, 4930]","[291, 655, 1027, 1410, 1765, 2146, 2557, 2928, 3304, 3666, 4051, 4449, 4790]","[514, 885, 1292, 1634, 2027, 2390, 2800, 3159, 3552, 3906, 4291, 4688, 4986]","[241, 605, 977, 1360, 1715, 2096, 2507, 2878, 3254, 3616, 4001, 4399, 4740]","[564, 935, 1342, 1684, 2077, 2440, 2850, 3209, 3602, 3956, 4341, 4738, 5036]","[364, 732, 1115, 1484, 1853, 2233, 2632, 3008, 3385, 3758, 4136, 4516, 4886]"
96,"[423, 875, 1339, 1810, 2268, 2716, 3176, 3645, 4096, 4567]","[465, 925, 1391, 1863, 2321, 2771, 3232, 3698, 4150, 4622]","[508, 963, 1426, 1896, 2352, 2802, 3262, 3731, 4180, 4651]","[620, 1061, 1536, 2008, 2461, 2904, 3371, 3831, 4288, 4764]","[412, 847, 1312, 1785, 2242, 2693, 3165, 3607, 4067, 4553]","[649, 1113, 1569, 2036, 2495, 2937, 3403, 3871, 4317, 4787]","[362, 797, 1262, 1735, 2192, 2643, 3115, 3557, 4017, 4503]","[699, 1163, 1619, 2086, 2545, 2987, 3453, 3921, 4367, 4837]","[494, 945, 1412, 1880, 2335, 2787, 3247, 3714, 4166, 4636]"
97,"[281, 733, 1195, 1634, 2074, 2527, 2980, 3422, 3868, 4334, 4801]","[334, 784, 1243, 1661, 2111, 2581, 3009, 3456, 3923, 4362, 4832]","[375, 831, 1284, 1709, 2180, 2652, 3079, 3505, 3981, 4441, 4866]","[480, 927, 1392, 1822, 2272, 2728, 3182, 3622, 4070, 4523, 4870]","[270, 706, 1180, 1621, 2063, 2516, 2963, 3384, 3853, 4291, 4792]","[522, 963, 1437, 1861, 2304, 2762, 3219, 3661, 4102, 4566, 4984]","[220, 656, 1130, 1571, 2013, 2466, 2913, 3334, 3803, 4241, 4742]","[572, 1013, 1487, 1911, 2354, 2812, 3269, 3711, 4152, 4616, 5034]","[348, 799, 1257, 1700, 2142, 2596, 3049, 3491, 3937, 4397, 4858]"
98,"[569, 1182, 1775, 2353, 2941, 3520, 4074, 4669]","[603, 1226, 1807, 2379, 2982, 3549, 4098, 4694]","[660, 1253, 1856, 2425, 3024, 3606, 4157, 4739]","[792, 1389, 1994, 2557, 3163, 3745, 4293, 4873]","[553, 1085, 1641, 2312, 2841, 3491, 3955, 4587]","[830, 1428, 2028, 2596, 3198, 3775, 4327, 4980]","[503, 1035, 1591, 2262, 2791, 3441, 3905, 4537]","[880, 1478, 2078, 2646, 3248, 3825, 4377, 5030]","[643, 1242, 1843, 2411, 3010, 3593, 4141, 4726]"
99,"[372, 942, 1493, 2048, 2592, 3138, 3703, 4284, 4834]","[410, 980, 1524, 2079, 2616, 3167, 3734, 4315, 4873]","[435, 1006, 1557, 2110, 2659, 3200, 3767, 4347, 4900]","[551, 1122, 1674, 2232, 2777, 3316, 3882, 4463, nan]","[354, 929, 1481, 2036, 2538, 3126, 3691, 4256, 4817]","[595, 1155, 1698, 2265, 2813, 3354, 3924, 4501, nan]","[304, 879, 1431, 1986, 2488, 3076, 3641, 4206, 4767]","[645.0, 1205.0, 1748.0, 2315.0, 2863.0, 3404.0, 3974.0, 4551.0, nan]","[425, 991, 1546, 2099, 2650, 3188, 3756, 4336, 4888]"
100,"[388, 888, 1396, 1871, 2369, 2856, 3332, 3807, 4291, 4770]","[442, 943, 1449, 1928, 2425, 2915, 3383, 3863, 4350, 4826]","[472, 971, 1475, 1956, 2453, 2941, 3411, 3891, 4377, 4853]","[591, 1091, 1596, 2077, 2575, 3064, 3531, 4015, 4506, 4925]","[360, 876, 1362, 1839, 2337, 2826, 3313, 3774, 4257, 4747]","[619, 1121, 1628, 2107, 2609, 3093, 3561, 4047, 4529, 4982]","[310, 826, 1312, 1789, 2287, 2776, 3263, 3724, 4207, 4697]","[669, 1171, 1678, 2157, 2659, 3143, 3611, 4097, 4579, 5032]","[457, 958, 1463, 1942, 2440, 2929, 3398, 3878, 4365, 4841]"
101,"[415, 848, 1302, 1754, 2218, 2685, 3137, 3578, 4015, 4471]","[461, 907, 1345, 1805, 2274, 2734, 3187, 3625, 4065, 4521]","[490, 933, 1375, 1835, 2302, 2762, 3213, 3652, 4091, 4549]","[597, 1044, 1484, 1942, 2413, 2864, 3329, 3755, 4195, 4654]","[365, 837, 1290, 1746, 2197, 2648, 3128, 3544, 3943, 4411]","[649, 1098, 1526, 2008, 2448, 2910, 3351, 3839, 4239, 4699]","[315, 787, 1240, 1696, 2147, 2598, 3078, 3494, 3893, 4361]","[699, 1148, 1576, 2058, 2498, 2960, 3401, 3889, 4289, 4749]","[479, 923, 1364, 1824, 2291, 2750, 3201, 3640, 4080, 4537]"
102,"[280, 734, 1191, 1616, 2086, 2565, 2988, 3434, 3905, 4361, 4810]","[345, 799, 1256, 1680, 2140, 2621, 3049, 3499, 3968, 4423, 4873]","[371, 825, 1282, 1709, 2163, 2647, 3077, 3523, 3996, 4453, 4900]","[484, 939, 1398, 1820, 2279, 2759, 3194, 3634, 4111, 4559, 4901]","[257, 683, 1170, 1594, 2056, 2535, 2977, 3421, 3880, 4351, 4787]","[528, 978, 1438, 1850, 2305, 2794, 3226, 3671, 4149, 4601, 4984]","[207, 633, 1120, 1544, 2006, 2485, 2927, 3371, 3830, 4301, 4737]","[578, 1028, 1488, 1900, 2355, 2844, 3276, 3721, 4199, 4651, 5034]","[357, 812, 1269, 1693, 2153, 2633, 3064, 3510, 3982, 4438, 4888]"
103,"[354, 830, 1307, 1767, 2233, 2672, 3123, 3576, 4027, 4472, 4820]","[390, 877, 1350, 1812, 2272, 2702, 3167, 3581, 4068, 4512, 4936]","[425, 906, 1383, 1845, 2301, 2750, 3196, 3646, 4097, 4553, 4946]","[549, 1033, 1510, 1975, 2434, 2875, 3327, 3773, 4220, 4678, 4948]","[264, 811, 1257, 1752, 2217, 2644, 3098, 3513, 3998, 4404, 4809]","[597, 1083, 1551, 2004, 2470, 2946, 3382, 3804, 4273, 4712, 4985]","[214, 761, 1207, 1702, 2167, 2594, 3048, 3463, 3948, 4354, 4759]","[647, 1133, 1601, 2054, 2520, 2996, 3432, 3854, 4323, 4762, 5035]","[408, 889, 1365, 1829, 2286, 2733, 3181, 3629, 4081, 4536, 4940]"
